Date	Channel1	Channel2	Channel3
2018-10-04 02:10:10	0.20800	0.18480	0.16780
2018-10-04 02:10:20	0.20790	0.18480	0.16770
2018-10-04 02:10:30	0.20780	0.18490	0.16770
2018-10-04 02:10:40	0.20790	0.18480	0.16780
2018-10-04 02:10:50	0.20770	0.18480	0.16760
2018-10-04 02:11:00	0.20800	0.18480	0.16760
2018-10-04 02:11:10	0.20770	0.18490	0.16770
2018-10-04 02:11:20	0.20760	0.18480	0.16770
2018-10-04 02:11:30	0.20780	0.18480	0.16780
2018-10-04 02:11:40	0.20770	0.18480	0.16770
2018-10-04 02:11:50	0.20750	0.18480	0.16770
2018-10-04 02:12:00	0.20770	0.18480	0.16780
2018-10-04 02:12:10	0.20780	0.18480	0.16790
2018-10-04 02:12:20	0.20770	0.18480	0.16790
2018-10-04 02:12:30	0.20740	0.18480	0.16780
2018-10-04 02:12:40	0.20760	0.18480	0.16750
2018-10-04 02:12:50	0.20760	0.18480	0.16740
2018-10-04 02:13:01	0.20760	0.18480	0.16750
2018-10-04 02:13:11	0.20760	0.18480	0.16750
2018-10-04 02:13:21	0.20750	0.18480	0.16760
2018-10-04 02:13:31	0.20740	0.18480	0.16770
2018-10-04 02:13:41	0.20740	0.18480	0.16780
2018-10-04 02:13:51	0.20750	0.18480	0.16790
2018-10-04 02:14:01	0.20770	0.18480	0.16790
2018-10-04 02:14:11	0.20760	0.18480	0.16790
2018-10-04 02:14:21	0.20760	0.18480	0.16790
2018-10-04 02:14:31	0.20780	0.18480	0.16790
2018-10-04 02:14:41	0.20790	0.18490	0.16780
2018-10-04 02:14:51	0.20800	0.18500	0.16790
2018-10-04 02:15:01	0.20820	0.18500	0.16800
2018-10-04 02:15:11	0.20800	0.18510	0.16800
2018-10-04 02:15:21	0.20830	0.18510	0.16810
2018-10-04 02:15:31	0.20850	0.18520	0.16810
2018-10-04 02:15:42	0.20840	0.18520	0.16810
2018-10-04 02:15:52	0.20840	0.18520	0.16800
2018-10-04 02:16:02	0.20870	0.18520	0.16800
2018-10-04 02:16:12	0.20870	0.18520	0.16790
2018-10-04 02:16:22	0.20870	0.18520	0.16800
2018-10-04 02:16:32	0.20860	0.18520	0.16800
2018-10-04 02:16:42	0.20900	0.18520	0.16800
2018-10-04 02:16:52	0.20910	0.18520	0.16800
2018-10-04 02:17:02	0.20920	0.18520	0.16800
2018-10-04 02:17:12	0.20900	0.18520	0.16800
2018-10-04 02:17:22	0.20930	0.18510	0.16800
2018-10-04 02:17:32	0.20950	0.18510	0.16780
2018-10-04 02:17:42	0.20940	0.18510	0.16770
2018-10-04 02:17:52	0.20960	0.18500	0.16770
2018-10-04 02:18:02	0.20960	0.18500	0.16770
2018-10-04 02:18:12	0.20970	0.18500	0.16770
2018-10-04 02:18:23	0.20980	0.18500	0.16770
2018-10-04 02:18:33	0.20990	0.18490	0.16750
2018-10-04 02:18:43	0.20990	0.18500	0.16740
2018-10-04 02:18:53	0.21040	0.18500	0.16740
2018-10-04 02:19:03	0.21010	0.18490	0.16740
2018-10-04 02:19:13	0.21020	0.18500	0.16740
2018-10-04 02:19:23	0.21080	0.18490	0.16730
2018-10-04 02:19:33	0.21080	0.18490	0.16730
2018-10-04 02:19:43	0.21060	0.18490	0.16730
2018-10-04 02:19:53	0.21040	0.18490	0.16730
2018-10-04 02:20:03	0.21070	0.18490	0.16730
2018-10-04 02:20:13	0.21100	0.18490	0.16720
2018-10-04 02:20:23	0.21100	0.18490	0.16710
2018-10-04 02:20:33	0.21120	0.18490	0.16700
2018-10-04 02:20:43	0.21110	0.18490	0.16690
2018-10-04 02:20:53	0.21120	0.18490	0.16690
2018-10-04 02:21:04	0.21120	0.18480	0.16700
2018-10-04 02:21:14	0.21120	0.18490	0.16690
2018-10-04 02:21:24	0.21140	0.18490	0.16700
2018-10-04 02:21:34	0.21150	0.18480	0.16700
2018-10-04 02:21:44	0.21140	0.18480	0.16700
2018-10-04 02:21:54	0.21150	0.18490	0.16700
2018-10-04 02:22:04	0.21140	0.18480	0.16700
2018-10-04 02:22:14	0.21170	0.18490	0.16700
2018-10-04 02:22:24	0.21190	0.18490	0.16700
2018-10-04 02:22:34	0.21200	0.18490	0.16690
2018-10-04 02:22:44	0.21210	0.18490	0.16680
2018-10-04 02:22:54	0.21190	0.18480	0.16690
2018-10-04 02:23:04	0.21210	0.18480	0.16690
2018-10-04 02:23:14	0.21220	0.18490	0.16680
2018-10-04 02:23:24	0.21230	0.18490	0.16670
2018-10-04 02:23:34	0.21240	0.18490	0.16670
2018-10-04 02:23:45	0.21270	0.18490	0.16680
2018-10-04 02:23:55	0.21290	0.18490	0.16680
2018-10-04 02:24:05	0.21300	0.18490	0.16690
2018-10-04 02:24:15	0.21290	0.18490	0.16690
2018-10-04 02:24:25	0.21270	0.18490	0.16680
2018-10-04 02:24:35	0.21310	0.18490	0.16680
2018-10-04 02:24:45	0.21280	0.18480	0.16680
2018-10-04 02:24:55	0.21290	0.18480	0.16660
2018-10-04 02:25:05	0.21340	0.18480	0.16660
2018-10-04 02:25:15	0.21330	0.18480	0.16660
2018-10-04 02:25:25	0.21330	0.18490	0.16660
2018-10-04 02:25:35	0.21350	0.18480	0.16660
2018-10-04 02:25:45	0.21350	0.18490	0.16670
2018-10-04 02:25:55	0.21380	0.18480	0.16670
2018-10-04 02:26:05	0.21370	0.18490	0.16670
2018-10-04 02:26:15	0.21350	0.18490	0.16670
2018-10-04 02:26:26	0.21360	0.18480	0.16670
2018-10-04 02:26:36	0.21400	0.18480	0.16670
2018-10-04 02:26:46	0.21420	0.18490	0.16670
2018-10-04 02:26:56	0.21390	0.18490	0.16670
2018-10-04 02:27:06	0.21400	0.18490	0.16660
2018-10-04 02:27:16	0.21410	0.18480	0.16670
2018-10-04 02:27:26	0.21420	0.18480	0.16670
2018-10-04 02:27:36	0.21450	0.18480	0.16680
2018-10-04 02:27:46	0.21430	0.18480	0.16680
2018-10-04 02:27:56	0.21410	0.18480	0.16670
2018-10-04 02:28:06	0.21450	0.18480	0.16680
2018-10-04 02:28:16	0.21480	0.18490	0.16670
2018-10-04 02:28:26	0.21490	0.18480	0.16670
2018-10-04 02:28:36	0.21470	0.18480	0.16660
2018-10-04 02:28:46	0.21490	0.18490	0.16660
2018-10-04 02:28:56	0.21520	0.18480	0.16660
2018-10-04 02:29:07	0.21510	0.18490	0.16670
2018-10-04 02:29:17	0.21490	0.18480	0.16660
2018-10-04 02:29:27	0.21510	0.18490	0.16660
2018-10-04 02:29:37	0.21540	0.18490	0.16660
2018-10-04 02:29:47	0.21540	0.18490	0.16650
2018-10-04 02:29:57	0.21550	0.18480	0.16640
2018-10-04 02:30:07	0.21540	0.18480	0.16640
2018-10-04 02:30:17	0.21560	0.18480	0.16640
2018-10-04 02:30:27	0.21560	0.18480	0.16650
2018-10-04 02:30:37	0.21560	0.18490	0.16650
2018-10-04 02:30:47	0.21560	0.18490	0.16650
2018-10-04 02:30:57	0.21570	0.18490	0.16650
2018-10-04 02:31:07	0.21590	0.18480	0.16650
2018-10-04 02:31:17	0.21590	0.18480	0.16650
2018-10-04 02:31:27	0.21590	0.18480	0.16640
2018-10-04 02:31:37	0.21630	0.18480	0.16640
2018-10-04 02:31:48	0.21640	0.18480	0.16630
2018-10-04 02:31:58	0.21600	0.18480	0.16640
2018-10-04 02:32:08	0.21590	0.18480	0.16630
